plot,disturbance,season,year,common_name,scientific_name,family,order
F4-08,post-disturbance,post-winter,2022-2023,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Dicaeidae,Passeriformes
F2-08,post-disturbance,post-winter,2022-2023,Spotted Forktail,Enicurus maculatus,Muscicapidae,Passeriformes
F2-08,post-disturbance,post-winter,2022-2023,White-crested Laughingthrush,Garrulax leucolophus,Leiothrichidae,Passeriformes
F4-08,post-disturbance,post-winter,2022-2023,White-gorgeted Flycatcher,Anthipes monileger,Muscicapidae,Passeriformes
F2-08,post-disturbance,post-winter,2022-2023,White-naped Yuhina,Yuhina bakeri,Zosteropidae,Passeriformes
F2-08,post-disturbance,post-winter,2022-2023,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes
F2-08,post-disturbance,post-winter,2022-2023,Yellow-bellied Warbler,Abroscopus superciliaris,Scotocercidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Black Bulbul,Hypsipetes leucocephalus,Pycnonotidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Black-throated Sunbird,Aethopyga saturata,Nectariniidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Chestnut-crowned Warbler,Phylloscopus castaniceps,Phylloscopidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Fire-breasted Flowerpecker,Dicaeum ignipectus,Dicaeidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Grey-cheeked Warbler,Phylloscopus poliogenys,Phylloscopidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Grey-hooded Warbler,Phylloscopus xanthoschistos,Phylloscopidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Himalayan Bluetail,Tarsiger rufilatus,Muscicapidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Orange-bellied Leafbird,Chloropsis hardwickii,Chloropseidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Pygmy Cupwing,Pnoepyga pusilla,Pnoepygidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Rufous-chinned Laughingthrush,Ianthocincla rufogularis,Leiothrichidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Rufous-faced Warbler,Abroscopus albogularis,Scotocercidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,White-throated Fantail,Rhipidura albicollis,Rhipiduridae,Passeriformes
F5-08,post-disturbance,post-winter,2022-2023,Yellow-bellied Fairy-Fantail,Chelidorhynx hypoxanthus,Stenostiridae,Passeriformes
